Row#,Name,dwGroup,wTableIndex,Mod1,Mod2,Mod3,wIType1,wIType2,wIType3,wIType4,wIType5,wIType6,wIType7,wEType1,wEType2,wEType3,wEType4,wEType5
428,'of Ice Blast',0x2C,0x51D4,,,,,,,,,,,,,,0xFFFF,0xFFFF
429,'of Blaze',0x2C,0x51D3,,,,,,,,,,,,,,0xFFFF,0xFFFF
430,'of Fire Ball',0x2C,0x51D2,,,,,,,,,,,,,,0xFFFF,0xFFFF
431,'of Nova',0x2C,0x51D1,0x7F::(48)[10.3],,,0x2D,,,,,,,0x2F,,,0xFFFF,0xFFFF
432,'of Nova',0x2C,0x51D1,0x7F::(48)[12.4],,,0x2D,,,,,,,0x2F,,,0xFFFF,0xFFFF
433,'of Nova Shield',0x2C,0x51D0,0x80::(48)[10.3],,,0x32,0xA,,,,,,,,,0xFFFF,0xFFFF
434,'of Nova Shield',0x2C,0x51D0,0x80::(48)[12.4],,,0x32,0xA,,,,,,,,,0xFFFF,0xFFFF
435,'of Nova Shield',0x2C,0x51D0,0x80::(48)[14.5],,,0x32,0xA,,,,,,,,,0xFFFF,0xFFFF
436,'of Lightning',0x2C,0x748,0x7E::(49)[5.3],,,0x2D,,,,,,,0x2F,,,0xFFFF,0xFFFF
437,'of Lightning',0x2C,0x748,0xF3::(49)[50.1],,,0x2D,,,,,,,,,,0xFFFF,0xFFFF
438,'of Shiver Armor',0x2C,0x51CF,,,,,,,,,,,,,,0xFFFF,0xFFFF
439,'of Fire Wall',0x2C,0x51CE,,,,,,,,,,,,,,0xFFFF,0xFFFF
440,'of Enchant',0x2C,0x51CD,,,,,,,,,,,,,,0xFFFF,0xFFFF
441,'of Chain Lightning',0x2C,0x51CC,0x7E::(53)[5.3],,,0x2D,0xA,0xC,,,,,0x2F,,,0xFFFF,0xFFFF
442,'of Chain Lightning',0x2C,0x51CC,0x7E::(53)[8.3],,,0x2D,0xA,0xC,,,,,0x2F,,,0xFFFF,0xFFFF
443,'of Chain Lightning',0x2C,0x51CC,0x7E::(53)[8.5],,,0x2D,0xA,0xC,,,,,0x2F,,,0xFFFF,0xFFFF
444,'of Teleport Shield',0x2C,0x51CB,0x80::(54)[10.3],,,0x32,0xA,0xC,,,,,,,,0xFFFF,0xFFFF
445,'of Teleport Shield',0x2C,0x51CB,0x80::(54)[14.3],,,0x32,0xA,0xC,,,,,,,,0xFFFF,0xFFFF
446,'of Teleport Shield',0x2C,0x51CB,0x80::(54)[18.3],,,0x32,0xA,0xC,,,,,,,,0xFFFF,0xFFFF
447,'of Glacial Spike',0x2C,0x51CA,,,,,,,,,,,,,,0xFFFF,0xFFFF
448,'of Meteor',0x2C,0x51C9,,,,,,,,,,,,,,0xFFFF,0xFFFF
449,'of Thunder Storm',0x2C,0x51C8,,,,,,,,,,,,,,0xFFFF,0xFFFF
450,'of Energy Shield',0x2C,0x51C7,,,,,,,,,,,,,,0xFFFF,0xFFFF
451,'of Blizzard',0x2C,0x51C6,,,,,,,,,,,,,,0xFFFF,0xFFFF
452,'of Chilling Armor',0x2C,0x51C5,,,,,,,,,,,,,,0xFFFF,0xFFFF
453,'of Hydra Shield',0x2C,0x51C4,0x80::(62)[10.3],,,0xC,,,,,,,,,,0xFFFF,0xFFFF
454,'of Frozen Orb',0x2C,0x51C3,,,,,,,,,,,,,,0xFFFF,0xFFFF
455,'of Dawn',0x2D,0x52D2,0xC3::(3)[10.40],,,,,,,,,,,,,0xFFFF,0xFFFF
456,'of Sunlight',0x2D,0x51C2,0xC3::(0)[4294967286.60],,,,,,,,,,,,,0xFFFF,0xFFFF
457,'of Magic Arrows',0x2C,0x52D0,0xF3::(6)[4294967266.4294967286],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
458,'of Magic Arrows',0x2C,0x52D0,0xF3::(6)[4294967276.4294967290],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
459,'of Fire Arrows',0x2C,0x52CF,0xF3::(7)[4294967266.4294967286],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
460,'of Fire Arrows',0x2C,0x52CF,0xF3::(7)[4294967276.4294967290],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
461,'of Inner Sight',0x2C,0x52CE,0xF3::(8)[4294967266.4294967290],,,0xC,0x3C,0x4B,,,,,,,,0xFFFF,0xFFFF
462,'of Inner Sight',0x2C,0x52CE,0xF3::(8)[4294967276.4294967292],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
463,'of Jabbing',0x2C,0x52CD,0xF3::(10)[4294967236.4294967289],,,0x21,0x56,,,,,,,,,0xFFFF,0xFFFF
464,'of Jabbing',0x2C,0x52CD,0xF3::(10)[4294967276.4294967292],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
465,'of Cold Arrows',0x2C,0x52CC,0xF3::(11)[4294967266.4294967288],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
466,'of Cold Arrows',0x2C,0x52CC,0xF3::(11)[4294967276.4294967291],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
467,'of Multiple Shot',0x2C,0x52CB,0xF3::(12)[4294967266.4294967288],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
468,'of Multiple Shot',0x2C,0x52CB,0xF3::(12)[4294967276.4294967292],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
469,'of Power Strike',0x2C,0x5534,0xF3::(14)[4294967236.4294967290],,,0x21,0x56,,,,,,,,,0xFFFF,0xFFFF
470,'of Power Strike',0x2C,0x5534,0xF3::(14)[4294967276.4294967292],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
471,'of Poison Jab',0x2C,0x5533,0xF3::(15)[4294967236.4294967290],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
472,'of Poison Jab',0x2C,0x5533,0xF3::(15)[4294967276.4294967293],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
473,'of Exploding Arrows',0x2C,0x52C8,0xF3::(16)[4294967266.4294967290],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
474,'of Exploding Arrows',0x2C,0x52C8,0xF3::(16)[4294967276.4294967292],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
475,'of Slow Missiles',0x2C,0x52C7,0xF3::(17)[4294967266.4294967291],,,0x3C,,,,,,,,,,0xFFFF,0xFFFF
476,'of Slow Missiles',0x2C,0x52C7,0xF3::(17)[4294967276.4294967293],,,0x10,0xC,,,,,,,,,0xFFFF,0xFFFF
477,'of Impaling Strike',0x2C,0x5532,0xF3::(19)[4294967236.4294967290],,,0x21,0x56,,,,,,,,,0xFFFF,0xFFFF
478,'of Impaling Strike',0x2C,0x5532,0xF3::(19)[4294967276.4294967292],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
479,'of Lightning Javelin',0x2C,0x52C5,0xF3::(20)[4294967236.4294967290],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
480,'of Lightning Javelin',0x2C,0x52C5,0xF3::(20)[4294967276.4294967293],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
481,'of Ice Arrows',0x2C,0x52C4,0xF3::(21)[4294967266.4294967291],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
482,'of Ice Arrows',0x2C,0x52C4,0xF3::(21)[4294967276.4294967293],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
483,'of Guided Arrows',0x2C,0x52C3,0xF3::(22)[4294967266.4294967291],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
484,'of Guided Arrows',0x2C,0x52C3,0xF3::(22)[4294967276.4294967293],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
485,'of Charged Strike',0x2C,0x5531,0xF3::(24)[4294967236.4294967291],,,0x21,0x56,,,,,,,,,0xFFFF,0xFFFF
486,'of Charged Strike',0x2C,0x5531,0xF3::(24)[4294967276.4294967293],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
487,'of Plague Jab',0x2C,0x5530,0xF3::(25)[4294967236.4294967291],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
488,'of Plague Jab',0x2C,0x5530,0xF3::(25)[4294967276.4294967293],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
489,'of Immolating Arrows',0x2C,0x52C0,0xF3::(27)[4294967266.4294967292],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
490,'of Immolating Arrows',0x2C,0x52C0,0xF3::(27)[4294967276.4294967294],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
491,'of Fending',0x2C,0x52BF,0xF3::(30)[4294967236.4294967291],,,0x21,0x56,,,,,,,,,0xFFFF,0xFFFF
492,'of Fending',0x2C,0x52BF,0xF3::(30)[4294967276.4294967293],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
493,'of Freezing Arrows',0x2C,0x52BE,0xF3::(31)[4294967266.4294967292],,,0x2F,0x55,,,,,,,,,0xFFFF,0xFFFF
494,'of Freezing Arrows',0x2C,0x52BE,0xF3::(31)[4294967276.4294967294],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
495,'of Lightning Strike',0x2C,0x552F,0xF3::(34)[4294967236.4294967292],,,0x21,0x56,,,,,,,,,0xFFFF,0xFFFF
496,'of Lightning Strike',0x2C,0x552F,0xF3::(34)[4294967276.4294967294],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
497,'of Lightning Fury',0x2C,0x52BC,0xF3::(35)[4294967236.4294967292],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
498,'of Lightning Fury',0x2C,0x52BC,0xF3::(35)[4294967276.4294967294],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
499,'of Fire Bolts',0x2C,0x52BB,0xF3::(36)[4294967266.4294967286],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
500,'of Fire Bolts',0x2C,0x52BB,0xF3::(36)[4294967276.4294967290],,,0x1E,0xA,0x4B,,,,,,,,0xFFFF,0xFFFF
501,'of Charged Bolts',0x2C,0x52BA,0xF3::(38)[4294967266.4294967286],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
502,'of Charged Bolts',0x2C,0x52BA,0xF3::(38)[4294967276.4294967290],,,0x1F,0x24,0x18,0xA,0x4B,,,,,,0xFFFF,0xFFFF
503,'of Ice Bolts',0x2C,0x52B9,0xF3::(39)[4294967266.4294967286],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
504,'of Ice Bolts',0x2C,0x52B9,0xF3::(39)[4294967276.4294967290],,,0x20,,,,,,,,,,0xFFFF,0xFFFF
505,'of Frozen Armor',0x2C,0x51D8,0xF3::(40)[4294967266.4294967286],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
506,'of Frozen Armor',0x2C,0x51D8,0xF3::(40)[4294967276.4294967290],,,0x20,0x3,,,,,,,,,0xFFFF,0xFFFF
507,'of Static Field',0x2C,0x51D7,0xF3::(42)[4294967266.4294967288],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
508,'of Static Field',0x2C,0x51D7,0xF3::(42)[4294967276.4294967291],,,0x1F,0x24,0x18,0xA,0x4B,,,,,,0xFFFF,0xFFFF
509,'of Telekinesis',0x2C,0x51D6,0xF3::(43)[4294967266.4294967288],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
510,'of Telekinesis',0x2C,0x51D6,0xF3::(43)[4294967276.4294967291],,,0x1F,0x24,0x18,0xA,0x4B,,,,,,0xFFFF,0xFFFF
511,'of Frost Novas',0x2C,0x52B8,0xF3::(44)[4294967266.4294967288],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
512,'of Frost Novas',0x2C,0x52B8,0xF3::(44)[4294967276.4294967291],,,0x20,0xC,0x4B,,,,,,,,0xFFFF,0xFFFF
513,'of Ice Blasts',0x2C,0x52B7,0xF3::(45)[4294967266.4294967288],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
514,'of Ice Blasts',0x2C,0x52B7,0xF3::(45)[4294967276.4294967291],,,0x1F,0x24,0x18,0xA,0x4B,,,,,,0xFFFF,0xFFFF
515,'of Blazing',0x2C,0x52B6,0xF3::(46)[4294967266.4294967289],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
516,'of Blazing',0x2C,0x52B6,0xF3::(46)[4294967276.4294967292],,,0xF,,,,,,,,,,0xFFFF,0xFFFF
517,'of Fire Balls',0x2C,0x52B5,0xF3::(47)[4294967266.4294967289],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
518,'of Fire Balls',0x2C,0x52B5,0xF3::(47)[4294967276.4294967292],,,0x21,0x19,,,,,,,,,0xFFFF,0xFFFF
519,'of Novas',0x2C,0x52B4,0xF3::(48)[4294967266.4294967289],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
520,'of Novas',0x2C,0x52B4,0xF3::(48)[4294967276.4294967292],,,0x33,,,,,,,,,,0xFFFF,0xFFFF
521,'of Lightning',0x2C,0x748,0xF3::(49)[4294967266.4294967289],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
522,'of Lightning',0x2C,0x748,0xF3::(49)[4294967276.4294967292],,,0x1C,0x1F,,,,,,,,,0xFFFF,0xFFFF
523,'of Shiver Armor',0x2C,0x51CF,0xF3::(50)[4294967266.4294967289],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
524,'of Shiver Armor',0x2C,0x51CF,0xF3::(50)[4294967276.4294967292],,,0x20,0x3,,,,,,,,,0xFFFF,0xFFFF
525,'of Fire Walls',0x2C,0x52B3,0xF3::(51)[4294967266.4294967290],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
526,'of Fire Walls',0x2C,0x52B3,0xF3::(51)[4294967276.4294967293],,,0x22,,,,,,,,,,0xFFFF,0xFFFF
527,'of Enchantment',0x2C,0x52B2,0xF3::(52)[4294967276.4294967293],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
528,'of Enchantment',0x2C,0x52B2,0xF3::(52)[4294967286.1],,,0x2E,,,,,,,,,,0xFFFF,0xFFFF
529,'of Chain Lightning',0x2C,0x51CC,0xF3::(53)[4294967266.4294967290],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
530,'of Chain Lightning',0x2C,0x51CC,0xF3::(53)[4294967276.4294967293],,,0x21,,,,,,,,,,0xFFFF,0xFFFF
531,'of Teleportation',0x2C,0x52B1,0xF3::(54)[4294967266.4294967290],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
532,'of Teleportation',0x2C,0x52B1,0xF3::(54)[4294967276.4294967293],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
533,'of Glacial Spikes',0x2C,0x52B0,0xF3::(55)[4294967266.4294967290],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
534,'of Glacial Spikes',0x2C,0x52B0,0xF3::(55)[4294967276.4294967293],,,0x20,,,,,,,,,,0xFFFF,0xFFFF
535,'of Meteors',0x2C,0x52AF,0xF3::(56)[4294967266.4294967291],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
536,'of Meteors',0x2C,0x52AF,0xF3::(56)[4294967276.4294967294],,,0x20,0x1D,,,,,,,,,0xFFFF,0xFFFF
537,'of Thunder Storm',0x2C,0x51C8,0xF3::(57)[4294967266.4294967291],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
538,'of Thunder Storm',0x2C,0x51C8,0xF3::(57)[4294967276.4294967294],,,0x1F,0x1D,,,,,,,,,0xFFFF,0xFFFF
539,'of Energy Shield',0x2C,0x51C7,0xF3::(58)[4294967266.4294967291],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
540,'of Energy Shield',0x2C,0x51C7,0xF3::(58)[4294967276.4294967294],,,0x25,,,,,,,,,,0xFFFF,0xFFFF
541,'of Blizzards',0x2C,0x52AE,0xF3::(59)[4294967266.4294967291],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
542,'of Blizzards',0x2C,0x52AE,0xF3::(59)[4294967276.4294967294],,,0x20,,,,,,,,,,0xFFFF,0xFFFF
543,'of Chilling Armor',0x2C,0x51C5,0xF3::(60)[4294967266.4294967291],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
544,'of Chilling Armor',0x2C,0x51C5,0xF3::(60)[4294967276.4294967294],,,0x3,,,,,,,,,,0xFFFF,0xFFFF
545,'of Hydras',0x2C,0x52AD,0xF3::(62)[4294967266.4294967293],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
546,'of Hydras',0x2C,0x52AD,0xF3::(62)[4294967276.1],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
547,'of Frozen Orbs',0x2C,0x52AC,0xF3::(64)[4294967266.4294967293],,,0x1A,0x44,,,,,,,,,0xFFFF,0xFFFF
548,'of Frozen Orbs',0x2C,0x52AC,0xF3::(64)[4294967276.1],,,0x20,,,,,,,,,,0xFFFF,0xFFFF
549,'of Amplify Damage',0x2C,0x52AB,0xF3::(66)[4294967236.4294967286],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
550,'of Amplify Damage',0x2C,0x52AB,0xF3::(66)[4294967276.4294967290],,,0x39,,,,,,,,,,0xFFFF,0xFFFF
551,'of Teeth',0x2C,0x52AA,0xF3::(67)[4294967236.4294967286],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
552,'of Teeth',0x2C,0x52AA,0xF3::(67)[4294967276.4294967290],,,0x1E,,,,,,,,,,0xFFFF,0xFFFF
553,'of Bone Armor',0x2C,0x52A9,0xF3::(68)[4294967236.4294967286],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
554,'of Bone Armor',0x2C,0x52A9,0xF3::(68)[4294967276.4294967290],,,0x3,,,,,,,,,,0xFFFF,0xFFFF
555,'of Raise Skeletons',0x2C,0x52A8,0xF3::(70)[4294967236.4294967286],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
556,'of Raise Skeletons',0x2C,0x52A8,0xF3::(70)[4294967276.4294967290],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
557,'of Dim Vision',0x2C,0x52A7,0xF3::(71)[4294967236.4294967288],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
558,'of Dim Vision',0x2C,0x52A7,0xF3::(71)[4294967276.4294967291],,,0xA,0x4B,,,,,,,,,0xFFFF,0xFFFF
559,'of Weaken',0x2C,0x52A6,0xF3::(72)[4294967236.4294967288],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
560,'of Weaken',0x2C,0x52A6,0xF3::(72)[4294967276.4294967291],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
561,'of Poison Dagger',0x2C,0x52A5,0xF3::(73)[4294967236.4294967288],,,0x20,0x45,,,,,,,,,0xFFFF,0xFFFF
562,'of Poison Dagger',0x2C,0x52A5,0xF3::(73)[4294967276.4294967291],,,0x10,0xA,0x4B,,,,,,,,0xFFFF,0xFFFF
563,'of Corpse Explosions',0x2C,0x52A4,0xF3::(74)[4294967236.4294967288],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
564,'of Corpse Explosions',0x2C,0x52A4,0xF3::(74)[4294967276.4294967291],,,0x1D,,,,,,,,,,0xFFFF,0xFFFF
565,'of Clay Golem Summoning',0x2C,0x52A3,0xF3::(75)[4294967236.4294967288],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
566,'of Clay Golem Summoning',0x2C,0x52A3,0xF3::(75)[4294967276.4294967291],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
567,'of Iron Maiden',0x2C,0x52A2,0xF3::(76)[4294967236.4294967289],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
568,'of Iron Maiden',0x2C,0x52A2,0xF3::(76)[4294967276.4294967292],,,0x33,,,,,,,,,,0xFFFF,0xFFFF
569,'of Terror',0x2C,0x52A1,0xF3::(77)[4294967236.4294967289],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
570,'of Terror',0x2C,0x52A1,0xF3::(77)[4294967276.4294967292],,,0x33,,,,,,,,,,0xFFFF,0xFFFF
571,'of Bone Walls',0x2C,0x52A0,0xF3::(78)[4294967236.4294967289],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
572,'of Bone Walls',0x2C,0x52A0,0xF3::(78)[4294967276.4294967292],,,0x1D,0x24,0x18,,,,,,,,0xFFFF,0xFFFF
573,'of Raise Skeletal Mages',0x2C,0x529F,0xF3::(80)[4294967236.4294967289],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
574,'of Raise Skeletal Mages',0x2C,0x529F,0xF3::(80)[4294967276.4294967292],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
575,'of Confusion',0x2C,0x529E,0xF3::(81)[4294967236.4294967290],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
576,'of Confusion',0x2C,0x529E,0xF3::(81)[4294967276.4294967293],,,0xA,0x4B,,,,,,,,,0xFFFF,0xFFFF
577,'of Life Tap',0x2C,0x529D,0xF3::(82)[4294967236.4294967290],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
578,'of Life Tap',0x2C,0x529D,0xF3::(82)[4294967276.4294967293],,,0x1C,,,,,,,,,,0xFFFF,0xFFFF
579,'of Poison Explosion',0x2C,0x529C,0xF3::(83)[4294967236.4294967290],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
580,'of Poison Explosion',0x2C,0x529C,0xF3::(83)[4294967276.4294967293],,,0x39,,,,,,,,,,0xFFFF,0xFFFF
581,'of Bone Spears',0x2C,0x529B,0xF3::(84)[4294967236.4294967290],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
582,'of Bone Spears',0x2C,0x529B,0xF3::(84)[4294967276.4294967293],,,0x21,,,,,,,,,,0xFFFF,0xFFFF
583,'of Blood Golem Summoning',0x2C,0x529A,0xF3::(85)[4294967236.4294967290],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
584,'of Blood Golem Summoning',0x2C,0x529A,0xF3::(85)[4294967276.4294967293],,,0x1C,,,,,,,,,,0xFFFF,0xFFFF
585,'of Attraction',0x2C,0x5299,0xF3::(86)[4294967236.4294967291],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
586,'of Attraction',0x2C,0x5299,0xF3::(86)[4294967276.4294967294],,,0xA,0xC,0x4B,,,,,,,,0xFFFF,0xFFFF
587,'of Decrepification',0x2C,0x5298,0xF3::(87)[4294967236.4294967291],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
588,'of Decrepification',0x2C,0x5298,0xF3::(87)[4294967276.4294967294],,,0x33,,,,,,,,,,0xFFFF,0xFFFF
589,'of Bone Imprisonment',0x2C,0x5297,0xF3::(88)[4294967236.4294967291],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
590,'of Bone Imprisonment',0x2C,0x5297,0xF3::(88)[4294967276.4294967294],,,0x24,0x18,,,,,,,,,0xFFFF,0xFFFF
591,'of Iron Golem Creation',0x2C,0x5296,0xF3::(90)[4294967236.4294967291],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
592,'of Iron Golem Creation',0x2C,0x5296,0xF3::(90)[4294967276.4294967294],,,0x1E,,,,,,,,,,0xFFFF,0xFFFF
593,'of Lower Resistance',0x2C,0x5295,0xF3::(91)[4294967236.4294967293],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
594,'of Lower Resistance',0x2C,0x5295,0xF3::(91)[4294967276.1],,,0x1A,,,,,,,,,,0xFFFF,0xFFFF
595,'of Poison Novas',0x2C,0x5294,0xF3::(92)[4294967236.4294967293],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
596,'of Poison Novas',0x2C,0x5294,0xF3::(92)[4294967276.1],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
597,'of Bone Spirits',0x2C,0x5293,0xF3::(93)[4294967236.4294967293],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
598,'of Bone Spirits',0x2C,0x5293,0xF3::(93)[4294967276.1],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
599,'of Fire Golem Summoning',0x2C,0x5292,0xF3::(94)[4294967236.4294967293],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
600,'of Fire Golem Summoning',0x2C,0x5292,0xF3::(94)[4294967276.1],,,0x1F,,,,,,,,,,0xFFFF,0xFFFF
601,'of Revivification',0x2C,0x5200,0xF3::(95)[4294967236.4294967293],,,0x19,0x20,0x45,,,,,,,,0xFFFF,0xFFFF
602,'of Revivification',0x2C,0x5200,0xF3::(95)[4294967276.1],,,0x22,,,,,,,,,,0xFFFF,0xFFFF
603,'of Sacrifice',0x2C,0x5291,0xF3::(96)[4294967266.4294967286],,,0x18,0x46,,,,,,,,,0xFFFF,0xFFFF
604,'of Sacrifice',0x2C,0x5291,0xF3::(96)[4294967276.4294967290],,,0x2E,,,,,,,0x18,,,0xFFFF,0xFFFF
605,'of Holy Bolts',0x2C,0x5290,0xF3::(101)[4294967266.4294967288],,,0x18,0x46,,,,,,,,,0xFFFF,0xFFFF
606,'of Holy Bolts',0x2C,0x5290,0xF3::(101)[4294967276.4294967291],,,0xC,0x4B,,,,,,,,,0xFFFF,0xFFFF
607,'of Zeal',0x2C,0x528F,0xF3::(106)[4294967266.4294967289],,,0x18,0x46,,,,,,,,,0xFFFF,0xFFFF
608,'of Zeal',0x2C,0x528F,0xF3::(106)[4294967276.4294967292],,,0x2E,,,,,,,0x18,,,0xFFFF,0xFFFF
609,'of Vengeance',0x2C,0x528D,0xF3::(111)[4294967266.4294967290],,,0x18,0x46,,,,,,,,,0xFFFF,0xFFFF
610,'of Vengeance',0x2C,0x528D,0xF3::(111)[4294967276.4294967293],,,0x1E,0x1C,,,,,,,,,0xFFFF,0xFFFF
611,'of Blessed Hammers',0x2C,0x528C,0xF3::(112)[4294967266.4294967290],,,0x18,0x46,,,,,,,,,0xFFFF,0xFFFF
612,'of Blessed Hammers',0x2C,0x528C,0xF3::(112)[4294967276.4294967293],,,0x1F,,,,,,,,,,0xFFFF,0xFFFF
613,'of Conversion',0x2C,0x528B,0xF3::(116)[4294967266.4294967291],,,0x18,0x46,,,,,,,,,0xFFFF,0xFFFF
614,'of Conversion',0x2C,0x528B,0xF3::(116)[4294967276.4294967294],,,0x39,,,,,,,0x18,,,0xFFFF,0xFFFF
615,'of Fist of the Heavens',0x2C,0x5289,0xF3::(121)[4294967266.4294967293],,,0x18,0x46,,,,,,,,,0xFFFF,0xFFFF
616,'of Fist of the Heavens',0x2C,0x5289,0xF3::(121)[4294967276.1],,,0x10,,,,,,,,,,0xFFFF,0xFFFF
617,'of Bashing',0x2C,0x735,0xF3::(126)[4294967236.4294967286],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
618,'of Bashing',0x2C,0x735,0xF3::(126)[4294967276.4294967290],,,0x2E,,,,,,,0x1A,0x19,0x44,0xFFFF,0xFFFF
619,'of Howling',0x2C,0x5288,0xF3::(130)[4294967236.4294967286],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
620,'of Howling',0x2C,0x5288,0xF3::(130)[4294967276.4294967290],,,,,,,,,,,,,0xFFFF,0xFFFF
621,'of Potion Finding',0x2C,0x5287,0xF3::(131)[4294967236.4294967286],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
622,'of Potion Finding',0x2C,0x5287,0xF3::(131)[4294967276.4294967290],,,,,,,,,,,,,0xFFFF,0xFFFF
623,'of Taunting',0x2C,0x5286,0xF3::(137)[4294967236.4294967288],,,0x47,,,,,,,,,,0xFFFF,0xFFFF
